2016 NFL TV RATINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DH = doubleheader; Single = singleheader,,,,,,,,,,,,,,,,,2016,2016,2015,2015,2014,2014,2013,2013,,,,,,,,,,
Window,Game,Net,Rtg.,+/-,Vwrs.,+/-,Strm.,18-49,Week,,,Week,Rtg.,Vwrs.,,Week,Rtg,Viewers,Rtg,Viewers,Rtg,Viewers,Rtg,Viewers,,,Aggregate Weekly Numbers,,,,,,,
Panthers/Giants (52%),FOX,14.5,31%,25.0M,34%,15,,,,,,15,14.5,25,,,,,,,,,,,,,,,,,,,,
Cardinals/Eagles,NBC,10.5,-27%,18.1M,-25%,15,,,,,,15,14.5,25,,,,,,,,,,,,,,,,,,,,
Lions/Saints,ESPN,6.7,-6%,10.9M,-2%,15,,,,,,15,10.5,18.1,,,,,,,,,,,,,,,,,,,,
Jets/Cowboys,NFLN,4.3,?,7.4M,?,15,,,,,,15,6.7,10.9,,,,,,,,,,,,,,,,,,,,
Buccaneers/Rams,NFLN,3.8,-19%,6.0M,-22%,15,,,,,,15,4.3,7.4,,,,,,,,,,,,,,,,,,,,
Packers/Cardinals (92%),FOX,15.5,2%,27.8M,7%,16,,,,,,15,3.8,6,,,,,,,,,,,,,,,,,,,,
Vikings/Giants,NBC,10.4,-10%,17.9M,-7%,16,,,,,,16,15.5,27.8,,,,,,,,,,,,,,,,,,,,
Regional action,CBS,?,?,17.6M,9%,16,,,,,,16,10.4,17.9,,,,,,,,,,,,,,,,,,,,
Panthers/Falcons (54%),FOX,?,?,16.2M,-1%,16,,,,,,16,?,17.6,,,,,,,,,,,,,,,,,,,,
Bengals/Broncos,ESPN,9.4,-3%,15.8M,-1%,16,,,,,,16,?,16.2,,,,,,,,,,,,,,,,,,,,
Washington/Eagles,NFLN,?,?,8.1M,14%,16,,,,,,16,9.4,15.8,,,,,,,,,,,,,,,,,,,,
Chargers/Raiders,NFLN,?,?,7.1M,46%,16,,,,,,16,?,8.1,,,,,,,,,,,,,,,,,,,,
Vikings/Packers,NBC,13.8,15%,24.3M,17%,17,,,,,,16,?,7.1,,,,,,,,,,,,,,,,,,,,
Seahawks/Cardinals (51%),FOX,12,-23%,20.9M,-27%,17,,,,,,17,13.8,24.3,,,,,,,,,,,,,,,,,,,,
Regional action,CBS,11.2,14%,18.6M,13%,17,,,,,,17,12,20.9,,,,,,,,,,,,,,,,,,,,
Regional action,CBS,10.3,63%,17.6M,64%,17,,,,,,17,11.2,18.6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,10.3,17.6,,,,,,,,,,,,,,,,,,,,
Window,Featured Game,Net,Rtg.,+/-,Vwrs.,+/-,Week,13rtg,13vr,,,,,,,,,,,,,,,,,,,,,,,,,
Kickoff,Packers/Seahawks,NBC,15.5,4%,26.91,7%,1,14.88,25.0263,,,Week,Rtg.,Vwrs.,,,,,,,,,,,,,,,,,,,,
National,49ers/Cowboys (89%),FOX,15.7,-5%,28,-2%,1,16.485,28.56,,,1,15.5,26.91,,,,,,,,,,,,,,,,,,,,
SNF,Colts/Broncos,NBC,13.9,-8%,23.69,-7%,1,15.012,25.3483,,,1,15.7,28,,,,,,,,,,,,,,,,,,,,
Single,Regional action,CBS,9.9,4%,16.5,6%,1,9.504,15.51,,,1,13.9,23.69,,,,,,,,,,,,,,,,,,,,
Regional,Saints/Falcons (49%),FOX,8.2,-8%,14.1,-4%,1,8.856,14.664,,,1,9.9,16.5,,,,,,,,,,,,,,,,,,,,
MNF,Giants/Lions,ESPN,8.4,-17%,13.73,-17%,1,9.828,16.0641,,,1,8.2,14.1,,,,,,,,,,,,,,,,,,,,
MNF,Cardinals/Chargers,ESPN,7.1,0%,11.52,5%,1,7.1,10.944,,,1,8.4,13.73,,,,,,,,,,,,,,,,,,,,
TNF,Steelers/Ravens,"CBS, NFLN",12.7,84%,20.77,89%,2,2.032,2.2847,,,1,7.1,11.52,,,,,,,,,,,,,,,,,,,,
National,Chiefs/Broncos (56%),CBS,14.4,-9%,24.94,-6%,2,15.696,26.4364,,,2,12.7,20.77,,,,,,,,,,,,,,,,,,,,
SNF,Bears/49ers,NBC,12.9,6%,22.16,8%,2,12.126,20.3872,,,2,14.4,24.94,,,,,,,,,,,,,,,,,,,,
Single,Seahawks/Chargers (25%),FOX,11.3,-12%,19.41,-11%,2,12.656,21.5451,,,2,12.9,22.16,,,,,,,,,,,,,,,,,,,,
Regional,Regional action,CBS,7.8,-2%,13.12,5%,2,7.956,12.464,,,2,11.3,19.41,,,,,,,,,,,,,,,,,,,,
MNF,Eagles/Colts,ESPN,9.2,1%,14.89,4%,2,9.108,14.2944,,,2,7.8,13.12,,,,,,,,,,,,,,,,,,,,
TNF,Buccaneers/Falcons,"CBS, NFLN",7.5,7%,11.88,7%,3,6.975,11.0484,,,2,9.2,14.89,,,,,,,,,,,,,,,,,,,,
National,Broncos/Seahawks (89%),CBS,15.8,3%,27.29,7%,3,15.326,25.3797,,,3,7.5,11.88,,,,,,,,,,,,,,,,,,,,
Single,49ers/Cardinals (27%),FOX,11.8,-6%,20.56,-2%,3,12.508,20.9712,,,3,15.8,27.29,,,,,,,,,,,,,,,,,,,,
SNF,Steelers/Panthers,NBC,11.8,-3%,19.67,-4%,3,12.154,20.4568,,,3,11.8,20.56,,,,,,,,,,,,,,,,,,,,
Regional,Regional action,CBS,8.7,42%,14.54,0%,3,5.046,14.54,,,3,11.8,19.67,,,,,,,,,,,,,,,,,,,,
MNF,Bears/Jets,ESPN,8.4,-6%,13.27,-5%,3,8.904,13.9335,,,3,8.7,14.54,,,,,,,,,,,,,,,,,,,,
TNF,Giants/Washington,"CBS, NFLN",10.2,92%,16.3,96%,4,0.816,0.652,,,3,8.4,13.27,,,,,,,,,,,,,,,,,,,,
National,Eagles/49ers (88%),FOX,15,-7%,25.82,-4%,4,16.05,26.8528,,,4,10.2,16.3,,,,,,,,,,,,,,,,,,,,
SNF,Saints/Cowboys,NBC,13.3,6%,22.68,11%,4,12.502,20.1852,,,4,15,25.82,,,,,,,,,,,,,,,,,,,,
Regional,Packers/Bears (65%),FOX,9.1,-3%,15.08,-1%,4,9.373,15.2308,,,4,13.3,22.68,,,,,,,,,,,,,,,,,,,,
Single,Regional action,CBS,7.4,-10%,11.83,-11%,4,8.14,13.1313,,,4,9.1,15.08,,,,,,,,,,,,,,,,,,,,
MNF,Patriots/Chiefs,ESPN,8.8,2%,14.43,5%,4,8.624,13.7085,,,4,7.4,11.83,,,,,,,,,,,,,,,,,,,,
TNF,Vikings/Packers,"CBS, NFLN",9.8,113%,16.54,117%,5,-1.274,-2.8118,,,4,8.8,14.43,,,,,,,,,,,,,,,,,,,,
SNF,Patriots/Bengals,NBC,11.7,13%,19.39,10%,5,10.179,17.451,,,5,9.8,16.54,,,,,,,,,,,,,,,,,,,,
National,Chiefs/49ers (54%),CBS,11.5,-31%,19.65,-31%,5,15.065,25.7415,,,5,11.7,19.39,,,,,,,,,,,,,,,,,,,,
Single,Cardinals/Broncos (37%),FOX,11.5,-2%,19.34,-1%,5,11.73,19.5334,,,5,11.5,19.65,,,,,,,,,,,,,,,,,,,,
Regional,Regional action,CBS,8.8,26%,14.67,31%,5,6.512,10.1223,,,5,11.5,19.34,,,,,,,,,,,,,,,,,,,,
MNF,Seahawks/Wash.,ESPN,8.2,9%,13.12,15%,5,7.462,11.152,,,5,8.8,14.67,,,,,,,,,,,,,,,,,,,,
TNF,Colts/Texans,"CBS, NFLN",10,69%,15.85,69%,6,3.1,4.9135,,,5,8.2,13.12,,,,,,,,,,,,,,,,,,,,
National,Cowboys/Seahawks (69%),FOX,17.4,10%,30.02,12%,6,15.66,26.4176,,,6,10,15.85,,,,,,,,,,,,,,,,,,,,
SNF,Giants/Eagles,NBC,10.8,-15%,18.09,-18%,6,12.42,21.3462,,,6,17.4,30.02,,,,,,,,,,,,,,,,,,,,
Regional,Patriots/Dolphins (46%),FOX,9.6,-2%,16.13,-2%,6,9.792,16.4526,,,6,10.8,18.09,,,,,,,,,,,,,,,,,,,,
Single,Regional action,CBS,9.4,-5%,15.37,0%,6,9.87,15.37,,,6,9.6,16.13,,,,,,,,,,,,,,,,,,,,
MNF,49ers/Rams,ESPN,7.9,3%,12.71,6%,6,7.663,11.9474,,,6,9.4,15.37,,,,,,,,,,,,,,,,,,,,
TNF,Jets/Patriots,"CBS, NFLN",10.1,140%,16.09,137%,7,-4.04,-5.9533,,,6,7.9,12.71,,,,,,,,,,,,,,,,,,,,
National,Giants/Cowboys (92%),FOX,15.6,5%,26.98,7%,7,14.82,25.0914,,,7,10.1,16.09,,,,,,,,,,,,,,,,,,,,
SNF,49ers/Broncos,NBC,13.8,-13%,23.79,-12%,7,15.594,26.6448,,,7,15.6,26.98,,,,,,,,,,,,,,,,,,,,
Single,Regional action,CBS,9.2,-15%,15.35,-16%,7,10.58,17.806,,,7,13.8,23.79,,,,,,,,,,,,,,,,,,,,
Regional,Panthers/Packers (55%),FOX,8.5,-3%,14.2,2%,7,8.755,13.916,,,7,9.2,15.35,,,,,,,,,,,,,,,,,,,,
MNF,Steelers/Texans,ESPN,8.1,-4%,13.28,0%,7,8.424,13.28,,,7,8.5,14.2,,,,,,,,,,,,,,,,,,,,
TNF,Chargers/Broncos,"CBS, NFLN",12.3,297%,20.22,312%,8,-24.231,-42.8664,,,7,8.1,13.28,,,,,,,,,,,,,,,,,,,,
National,Colts/Steelers (89%),CBS,12.2,-20%,20.75,-19%,8,14.64,24.6925,,,8,12.3,20.22,,,,,,,,,,,,,,,,,,,,
Single,Eagles/Cardinals (44%),FOX,11,18%,18.35,21%,8,9.02,14.4965,,,8,12.2,20.75,,,,,,,,,,,,,,,,,,,,
SNF,Packers/Saints,NBC,10.9,11%,18.8,11%,8,9.701,16.732,,,8,11,18.35,,,,,,,,,,,,,,,,,,,,
Regional,Regional action,CBS,8.8,-9%,14.14,-9%,8,9.592,15.4126,,,8,10.9,18.8,,,,,,,,,,,,,,,,,,,,
Special,Lions/Falcons,FOX,5.5,0%,8.53,0%,8,5.5,8.53,,,8,8.8,14.14,,,,,,,,,,,,,,,,,,,,
MNF,Washington/Cowboys,ESPN,11.4,70%,18.81,75%,8,3.42,4.7025,,,8,5.5,8.53,,,,,,,,,,,,,,,,,,,,
TNF,Saints/Panthers,NFLN,4.2,8%,6.88,6%,9,3.864,6.4672,,,8,11.4,18.81,,,,,,,,,,,,,,,,,,,,
National,Broncos/Patriots (92%),CBS,16.8,17%,29.09,21%,9,13.944,22.9811,,,9,4.2,6.88,,,,,,,,,,,,,,,,,,,,
Single,Cardinals/Cowboys (63%),FOX,13.2,11%,22.27,11%,9,11.748,19.8203,,,9,16.8,29.09,,,,,,,,,,,,,,,,,,,,
SNF,Ravens/Steelers,NBC,11.1,7%,18.6,9%,9,10.323,16.926,,,9,13.2,22.27,,,,,,,,,,,,,,,,,,,,
Regional,Regional action,CBS,5.8,-32%,9.26,-33%,9,7.656,12.3158,,,9,11.1,18.6,,,,,,,,,,,,,,,,,,,,
MNF,Giants/Colts,ESPN,7.8,-23%,12.36,-23%,9,9.594,15.2028,,,9,5.8,9.26,,,,,,,,,,,,,,,,,,,,
TNF,Browns/Bengals,NFLN,5.2,30%,8.31,28%,10,3.64,5.9832,,,9,7.8,12.36,,,,,,,,,,,,,,,,,,,,
National,Giants/Seahawks (86%),FOX,13.5,-5%,22.72,-6%,10,14.175,24.0832,,,10,5.2,8.31,,,,,,,,,,,,,,,,,,,,
SNF,Bears/Packers,NBC,10.6,-14%,18.13,-14%,10,12.084,20.6682,,,10,13.5,22.72,,,,,,,,,,,,,,,,,,,,
Single,Regional action,CBS,10.6,-13%,17.4,-14%,10,11.978,19.836,,,10,10.6,18.13,,,,,,,,,,,,,,,,,,,,
Regional,49ers/Saints (63%),FOX,8.2,3%,13.45,6%,10,7.954,12.643,,,10,10.6,17.4,,,,,,,,,,,,,,,,,,,,
MNF,Panthers/Eagles,ESPN,7.2,1%,11.31,3%,10,7.128,10.9707,,,10,8.2,13.45,,,,,,,,,,,,,,,,,,,,
TNF,Bills/Dolphins,NFLN,4.8,20%,7.79,21%,11,3.84,6.1541,,,10,7.2,11.31,,,,,,,,,,,,,,,,,,,,
National,Eagles/Packers (84%),FOX,15.1,-3%,26.5,-2%,11,15.553,27.03,,,11,4.8,7.79,,,,,,,,,,,,,,,,,,,,
SNF,Patriots/Colts,NBC,12.4,-20%,20.82,-23%,11,14.88,25.6086,,,11,15.1,26.5,,,,,,,,,,,,,,,,,,,,
Single,Regional action,CBS,10.7,20%,17.94,21%,11,8.56,14.1726,,,11,12.4,20.82,,,,,,,,,,,,,,,,,,,,
Regional,Seahawks/Chiefs (49%),FOX,8.3,-10%,13.92,-9%,11,9.13,15.1728,,,11,10.7,17.94,,,,,,,,,,,,,,,,,,,,
MNF,Steelers/Titans,ESPN,8.1,-18%,12.77,-19%,11,9.558,15.1963,,,11,8.3,13.92,,,,,,,,,,,,,,,,,,,,
TNF,Chiefs/Raiders,NFLN,4.7,0%,7.65,0%,12,4.7,7.65,,,11,8.1,12.77,,,,,,,,,,,,,,,,,,,,
National,Dolphins/Broncos (83%),CBS,15.5,-5%,26.38,-6%,12,16.275,27.9628,,,12,4.7,7.65,,,,,,,,,,,,,,,,,,,,
SNF,Cowboys/Giants,NBC,13.1,-16%,22.38,-15%,12,15.196,25.737,,,12,15.5,26.38,,,,,,,,,,,,,,,,,,,,
Single,Lions/Patriots (48%),FOX,12.2,20%,20.68,23%,12,9.76,15.9236,,,12,13.1,22.38,,,,,,,,,,,,,,,,,,,,
Regional,Regional action,CBS,8.3,-7%,13.03,-12%,12,8.881,14.5936,,,12,12.2,20.68,,,,,,,,,,,,,,,,,,,,
MNF,Ravens/Saints,ESPN,6.7,-18%,10.87,-17%,12,7.906,12.7179,,,12,8.3,13.03,,,,,,,,,,,,,,,,,,,,
Special,Eagles/Cowboys,FOX,14.2,-1%,32.03,1%,13,14.342,31.7097,,,12,6.7,10.87,,,,,,,,,,,,,,,,,,,,
Special,Bears/Lions,CBS,14.2,6%,29.41,4%,13,13.348,28.2336,,,13,14.2,32.03,,,,,,,,,,,,,,,,,,,,
Special,Seahawks/49ers,NBC,11.4,4%,22.85,8%,13,10.944,21.022,,,13,14.2,29.41,,,,,,,,,,,,,,,,,,,,
National,Patriots/Packers (98%),CBS,17.6,5%,30.88,10%,13,16.72,27.792,,,13,11.4,22.85,,,,,,,,,,,,,,,,,,,,
SNF,Broncos/Chiefs,NBC,12.5,16%,21.11,19%,13,10.5,17.0991,,,13,17.6,30.88,,,,,,,,,,,,,,,,,,,,
Single,Saints/Steelers (46%),FOX,9.6,-3%,15.68,-5%,13,9.888,16.464,,,13,12.5,21.11,,,,,,,,,,,,,,,,,,,,
Regional,Regional action,CBS,8.3,-16%,13.59,-14%,13,9.628,15.4926,,,13,9.6,15.68,,,,,,,,,,,,,,,,,,,,
MNF,Dolphins/Jets,ESPN,7.4,-24%,11.75,-24%,13,9.176,14.57,,,13,8.3,13.59,,,,,,,,,,,,,,,,,,,,
TNF,Cowboys/Bears,NFLN,5.5,83%,9.11,97%,14,0.935,0.2733,,,13,7.4,11.75,,,,,,,,,,,,,,,,,,,,
National,Seahawks/Eagles (91%),FOX,15.6,-4%,25.93,-6%,14,16.224,27.4858,,,14,5.5,9.11,,,,,,,,,,,,,,,,,,,,
SNF,Patriots/Chargers,NBC,12.8,13%,21.15,11%,14,11.136,18.8235,,,14,15.6,25.93,,,,,,,,,,,,,,,,,,,,
Single,Regional action,CBS,10.6,-12%,17.6,-13%,14,11.872,19.888,,,14,12.8,21.15,,,,,,,,,,,,,,,,,,,,
Regional,Colts/Browns (45%),FOX,8.6,-14%,13.67,-17%,14,9.804,15.9939,,,14,10.6,17.6,,,,,,,,,,,,,,,,,,,,
MNF,Falcons/Packers,ESPN,8.5,-17%,13.96,-14%,14,9.945,15.9144,,,14,8.6,13.67,,,,,,,,,,,,,,,,,,,,
TNF,Cardinals/Rams,NFLN,4.7,-16%,7.67,-14%,15,5.452,8.7438,,,14,8.5,13.96,,,,,,,,,,,,,,,,,,,,
National,49ers/Seahawks (84%),FOX,15.7,-4%,26.48,-5%,15,16.328,27.804,,,15,4.7,7.67,,,,,,,,,,,,,,,,,,,,
SNF,Cowboys/Eagles,NBC,14.3,44%,24.25,48%,15,8.008,12.61,,,15,15.7,26.48,,,,,,,,,,,,,,,,,,,,
Single,Regional action,CBS,11.1,14%,18.68,16%,15,9.546,15.6912,,,15,14.3,24.25,,,,,,,,,,,,,,,,,,,,
Regional,Bengals/Browns (46%),FOX,9.9,-4%,16.16,-2%,15,10.296,16.4832,,,15,11.1,18.68,,,,,,,,,,,,,,,,,,,,
MNF,Saints/Bears,ESPN,7.1,-21%,11.07,-22%,15,8.591,13.5054,,,15,9.9,16.16,,,,,,,,,,,,,,,,,,,,
TNF,Titans/Jaguars,NFLN,3.1,0%,4.85,0%,16,3.1,4.85,,,15,7.1,11.07,,,,,,,,,,,,,,,,,,,,
Special,Eagles/Washington,NFLN,4.4,0%,7.18,0%,16,4.4,7.18,,,16,3.1,4.85,,,,,,,,,,,,,,,,,,,,
Special,Chargers/49ers,"CBS, NFLN",8,0%,12.96,0%,16,8,12.96,,,16,4.4,7.18,,,,,,,,,,,,,,,,,,,,
National,Colts/Cowboys (93%),CBS,15.2,7%,25.89,7%,16,14.136,24.0777,,,16,8,12.96,,,,,,,,,,,,,,,,,,,,
SNF,Seahawks/Cardinals,NBC,11.5,4%,19.29,6%,16,11.04,18.1326,,,16,15.2,25.89,,,,,,,,,,,,,,,,,,,,
Regional,Regional action,CBS,10,8%,16.4,9%,16,9.2,14.924,,,16,11.5,19.29,,,,,,,,,,,,,,,,,,,,
Single,Falcons/Saints (38%),FOX,9.8,-25%,16.2,-26%,16,12.25,20.412,,,16,10,16.4,,,,,,,,,,,,,,,,,,,,
MNF,Broncos/Bengals,ESPN,9.7,21%,16.03,21%,16,7.663,12.6637,,,16,9.8,16.2,,,,,,,,,,,,,,,,,,,,
National,Lions/Packers (87%),FOX,15.6,7%,28.51,8%,17,14.508,26.2292,,,16,9.7,16.03,,,,,,,,,,,,,,,,,,,,
SNF,Bengals/Steelers,NBC,12,-23%,20.71,-24%,17,14.76,25.6804,,,17,15.6,28.51,,,,,,,,,,,,,,,,,,,,
Regional,Cowboys/Wash. (69%),FOX,10.5,19%,17.95,20%,17,8.505,14.36,,,17,12,20.71,,,,,,,,,,,,,,,,,,,,
National,Chargers/Chiefs (65%),CBS,9.8,-6%,16.45,-7%,17,10.388,17.6015,,,17,10.5,17.95,,,,,,,,,,,,,,,,,,,,
Regional,Regional action,CBS,6.3,-26%,10.69,-27%,17,7.938,13.5763,,,17,9.8,16.45,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,6.3,10.69,,,,,,,,,,,,,,,,,,,,
